30.000000 80.000000 0.000000
11.419113 106.921914 10.000000
3.802426 89.033108 19.900000
2.300906 66.179192 29.900000
2.216698 48.076155 39.900000
3.016198 35.341543 49.900000
5.179764 27.240932 59.900000
10.162644 23.547612 69.900000
19.187447 25.488512 80.000000
32.496901 41.330805 90.000000
28.246838 84.745474 100.000000
10.189782 106.614175 110.000000
3.776842 88.824287 120.000000
2.295821 65.994461 130.000000
2.219771 47.940701 140.000000
3.028041 35.250351 150.000000
5.208501 27.188226 160.000000
10.226561 23.537179 170.000000
20.459056 26.183276 180.000000
33.380369 44.338100 190.000000
26.326072 89.231072 200.000000
9.102553 105.901898 210.000000
3.514935 86.503310 220.000000
2.245934 63.979377 230.000000
2.258169 46.471914 240.000000
3.165956 34.267143 250.000000
5.540629 26.629155 260.000000
10.960779 23.453554 270.000000
21.779171 27.012710 280.000000
34.049359 47.688537 290.000000
24.303456 93.345331 300.000000
7.382648 103.617657 309.900000
3.108072 82.061874 319.900000
2.179802 60.277906 329.900000
2.353810 43.809076 339.900000
3.467051 32.509565 349.900000
6.254866 25.676830 359.900000
12.515059 23.461483 369.900000
24.398719 29.027431 379.900000
34.588652 55.037604 389.900000
20.392353 99.842289 399.900000
6.644363 102.034489 409.900000
2.935706 79.751095 419.900000
2.159040 58.415933 429.900000
2.416072 42.485970 439.900000
3.646583 31.649890 449.900000
6.675446 25.239027 459.900000
13.414102 23.561855 469.900000
25.798897 30.344686 479.900000
34.423563 59.357588 489.900000
18.419524 102.426450 499.900000
6.001877 100.246044 509.900000
2.786904 77.463174 519.900000
2.147131 56.607502 529.900000
2.487122 41.211242 539.900000
3.842610 30.831640 549.900000
7.131087 24.844405 559.900000
14.373922 23.735516 569.900000
27.195024 31.869605 579.900000
33.924017 63.949076 589.900000
16.553049 104.413110 599.900000
5.443671 98.293021 609.900000
2.658866 75.205372 619.900000
2.143685 54.852772 629.900000
2.567371 39.984124 639.900000
4.056413 30.054485 649.900000
7.624351 24.494140 659.900000
15.395743 23.989031 669.900000
28.564098 33.625675 679.900000
33.086691 68.746140 689.900000
14.819575 105.806840 699.900000
4.959177 96.211238 709.900000
2.549213 72.983596 719.900000
2.148415 53.151682 729.900000
2.657299 38.803853 739.900000
4.289388 29.318182 749.900000
8.157910 24.189678 759.900000
16.480006 24.330026 769.900000
29.878545 35.637689 779.900000
31.925123 73.661322 789.900000
13.234507 106.632376 799.900000
4.538899 94.031819 809.900000
2.455932 70.802605 819.900000
2.161129 51.503993 829.900000
2.757459 37.669680 839.900000
4.543047 28.622583 849.900000
8.734527 23.932770 859.900000
17.626138 24.767339 869.900000
31.106194 37.930899 879.900000
30.470279 78.588730 889.900000
11.803740 106.929435 899.900000
4.174428 91.781530 909.900000
2.377325 68.666189 919.900000
2.181721 49.909320 929.900000
2.868481 36.580880 939.900000
4.819032 27.967649 949.900000
9.357031 23.725514 959.900000
18.832261 25.311189 969.900000
32.210623 40.529673 979.900000
28.768967 83.410096 989.900000
10.525788 106.747512 999.900000
